city,year,lat,lon,primary_crop,koppen_baseline,risk_category,temp_mean,temp_max,rainfall_annual,wind_speed,humidity,n_dry_months,monsoon_onset_doy,sowing_window_miss,gdd_accumulation,crop_water_deficit,pre_monsoon_depth_mbgl,post_monsoon_depth_mbgl,depletion_rate,recharge_efficiency,gw_imputed,gaez_baseline_class,crop,gdd_min,water_req,sow_doy,max_temp,koppen_zone,koppen_zone_enc,dual_deficit,gdd_adequate,cvle_label
Kolkata,2016,22.5726,88.3639,Rice/Jute,Am,control,26.79,30.752,1612.6,3.53,87.767,5,121,0.0,3583.95,0.0,,0.55,,,0.0,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2017,22.5726,88.3639,Rice/Jute,Am,control,26.6,30.631,2237.1,4.202,89.472,2,157,0.7333,3616.6,0.0,,8.3,,,0.0,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2018,22.5726,88.3639,Rice/Jute,Am,control,26.142,30.407,1786.9,4.014,87.629,5,121,0.0,3495.55,0.0,,2.61,,,0.0,2,rice,2000,1200,135,38,Cwa,5,0,1,0
Kolkata,2019,22.5726,88.3639,Rice/Jute,Am,control,26.36,30.533,1666.5,4.12,89.119,3,151,0.5333,3595.3,0.0028,,5.4,,,0.0,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2020,22.5726,88.3639,Rice/Jute,Am,control,26.223,30.402,1892.7,4.041,88.288,5,121,0.0,3505.25,0.0,,13.15,,,0.0,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2021,22.5726,88.3639,Rice/Jute,Am,control,26.593,30.856,2168.2,3.881,86.557,5,121,0.0,3529.35,0.0,,0.65,,,0.0,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2022,22.5726,88.3639,Rice/Jute,Am,control,26.429,30.826,1651.6,4.35,87.901,6,121,0.0,3581.45,0.0,,1.7,,,0.0,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2023,22.5726,88.3639,Rice/Jute,Am,control,26.975,31.61,1882.3,4.082,85.732,5,134,0.0,3656.05,0.0,,2.2750000000000004,,,,2,rice,2000,1200,135,38,Aw,1,0,1,0
Kolkata,2024,22.5726,88.3639,Rice/Jute,Am,control,26.695,30.913,2083.4,3.969,88.419,5,127,0.0,3665.0,0.0,,2.2750000000000004,,,,2,rice,2000,1200,135,38,Aw,1,0,1,0
Mumbai,2000,19.076,72.8777,Rice,Am,control,26.621,30.125,1836.5,4.621,89.575,6,134,0.0,3195.5,0.0,2.35,1.36,0.2666666666666666,0.0005,1.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2001,19.076,72.8777,Rice,Am,control,26.631,30.041,1655.8,4.827,90.161,7,138,0.0,3195.25,0.0,5.19,1.55,2.8400000000000003,0.0022,1.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2002,19.076,72.8777,Rice,Am,control,27.187,30.689,1530.1,4.897,88.021,8,129,0.0,3268.85,0.0,4.75,2.04,-0.4400000000000004,0.0018,1.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2003,19.076,72.8777,Rice,Am,control,27.102,30.596,1780.5,4.736,89.365,8,159,0.2333,3229.7,0.0,6.1,1.535,1.3499999999999996,0.0026,1.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2004,19.076,72.8777,Rice,Am,control,27.052,30.558,2031.1,4.815,87.947,8,136,0.0,3230.7,0.0,4.3,1.7256818181818183,-1.7999999999999998,0.0013700000000000001,1.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2005,19.076,72.8777,Rice,Am,control,26.755,30.389,2383.7,4.88,88.253,8,162,0.3333,3262.75,0.0,4.5,1.95,0.2000000000000001,0.0011,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2006,19.076,72.8777,Rice,Am,control,27.224,30.664,2472.9,4.984,88.813,6,149,0.0,3214.25,0.0,4.825,1.76,0.3250000000000002,0.0012,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2007,19.076,72.8777,Rice,Am,control,27.343,30.72,2288.9,4.961,88.604,8,151,0.0,3297.0,0.0,5.1,1.365,0.2749999999999994,0.0016,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2008,19.076,72.8777,Rice,Am,control,26.917,30.431,1868.4,4.922,88.706,8,155,0.1,3232.85,0.0,1.67,2.4,-3.43,0.0,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2009,19.076,72.8777,Rice,Am,control,27.391,30.892,1625.1,4.797,88.854,6,151,0.0,3331.15,0.0,5.425,1.725,3.755,0.0023,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2010,19.076,72.8777,Rice,Am,control,27.271,30.414,2261.7,4.609,91.536,7,153,0.0333,3331.8,0.0,4.6,1.3,-0.8250000000000002,0.0015,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2011,19.076,72.8777,Rice,Am,control,26.999,30.532,2143.5,4.818,89.241,8,150,0.0,3182.5,0.0,4.4,2.4,-0.1999999999999993,0.0009,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2012,19.076,72.8777,Rice,Am,control,26.608,30.126,1454.9,4.9,89.319,7,157,0.1667,3201.95,0.0,5.04,1.61,0.6399999999999997,0.0024,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2013,19.076,72.8777,Rice,Am,control,26.644,30.004,2161.8,4.913,91.023,8,151,0.0,3156.55,0.0,1.77,1.53,-3.27,0.0001,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2014,19.076,72.8777,Rice,Am,control,27.257,30.672,1845.4,4.926,89.798,8,162,0.3333,3300.6,0.0,4.43,3.0,2.66,0.0008,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2015,19.076,72.8777,Rice,Am,control,27.388,30.73,1324.2,4.757,89.724,8,155,0.1,3301.8,0.0,3.05,1.15,-1.38,0.0014,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2016,19.076,72.8777,Rice,Am,control,26.966,30.366,2638.3,4.759,90.213,7,160,0.2667,3278.6,0.0,5.37,1.075,2.3200000000000003,0.0016,0.0,3,rice,2000,1200,152,38,Am,0,0,1,0
Mumbai,2017,19.076,72.8777,Rice,Am,control,26.867,30.358,2453.5,5.475,93.283,7,146,0.0,3280.65,0.0,5.3,2.3,-0.0700000000000002,0.0012,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2018,19.076,72.8777,Rice,Am,control,27.083,30.573,1361.4,5.527,91.784,8,150,0.0,3242.75,0.0,4.39,1.68,-0.91,0.002,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2019,19.076,72.8777,Rice,Am,control,26.725,29.951,2604.6,5.368,94.29,7,161,0.3,3251.5,0.0,5.3,1.4,0.91,0.0015,0.0,3,rice,2000,1200,152,38,Am,0,0,1,0
Mumbai,2020,19.076,72.8777,Rice,Am,control,27.126,30.353,2773.6,5.314,92.901,7,151,0.0,3304.2,0.0,4.364761904761904,1.735,0.1608333333333333,0.0013700000000000001,0.0,3,rice,2000,1200,152,38,Am,0,0,1,0
Mumbai,2021,19.076,72.8777,Rice,Am,control,27.173,30.388,2280.9,5.309,93.174,6,134,0.0,3243.0,0.0,4.364761904761904,1.25,0.1608333333333333,0.0013700000000000001,0.0,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2022,19.076,72.8777,Rice,Am,control,26.888,30.366,2651.6,5.344,91.018,7,157,0.1667,3273.5,0.0,3.8,1.85,0.1608333333333333,0.0007,0.0,3,rice,2000,1200,152,38,Am,0,0,1,0
Mumbai,2023,19.076,72.8777,Rice,Am,control,27.515,31.376,2048.1,5.403,89.188,8,158,0.2,3336.75,0.0,4.364761904761904,1.7256818181818183,0.1608333333333333,0.0013700000000000001,,3,rice,2000,1200,152,38,Aw,1,0,1,0
Mumbai,2024,19.076,72.8777,Rice,Am,control,27.567,31.515,2523.7,5.299,87.701,7,156,0.1333,3364.7,0.0,4.364761904761904,1.7256818181818183,0.1608333333333333,0.0013700000000000001,,3,rice,2000,1200,152,38,Am,0,0,1,0
